Model / Part,Cores,Threads,Freq.,Turbo freq.,L2 cache,TDP (Watt),Socket,Category,FSB (MHz),L3 cache,L1 cache,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
A10-5745M,4,4,2.1 GHz,2.9 GHz,4MB,25.0,BGA827 (FP2),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-5750M,4,4,2.5 GHz,3.5 GHz,4MB,35.0,Socket FS1 (FS1r2),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-5757M,4,4,2.5 GHz,3.5 GHz,4MB,35.0,BGA827 (FP2),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-7300,4,4,1.9 GHz,3.2 GHz,4MB,19.0,BGA (FP3),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-7400P,4,4,2.5 GHz,3.4 GHz,4MB,35.0,BGA (FP3),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-8700P,4,4,1.8 GHz,3.2 GHz,2MB,15.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-8780P,4,4,2 GHz,3.3 GHz,2MB,15.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-9600P,4,4,2.4 GHz,3.3 GHz,2MB,15.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-9620P,4,4,2.5 GHz,3.4 GHz,2MB,15.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10-9630P,4,4,2.6 GHz,3.3 GHz,2MB,35.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A10-8700B,4,4,1.8 GHz,3.2 GHz,2MB,15.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A10-8730B,4,4,2.4 GHz,3.3 GHz,2MB,15.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A10-9700B,4,4,2.5 GHz,3.4 GHz,2MB,15.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A10-9730B,4,4,2.8 GHz,3.5 GHz,2MB,35.0,BGA (FP4),A10-Series for Notebooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A12-9800,4,4,3.8 GHz,4.2 GHz,2MB,65.0,Socket AM4,A12-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A12-9800E,4,4,3.1 GHz,3.8 GHz,2MB,35.0,Socket AM4,A12-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A12-8870,4,4,3.7 GHz,4.2 GHz,2MB,65.0,Socket AM4,A12-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A12-8870E,4,4,2.9 GHz,3.8 GHz,2MB,35.0,Socket AM4,A12-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A12-9800,4,4,3.8 GHz,4.2 GHz,2MB,65.0,Socket AM4,A12-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO A12-9800E,4,4,3.1 GHz,3.8 GHz,2MB,35.0,Socket AM4,A12-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7500MTR51B C,1,1,500 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7550MTR51B A,1,1,550 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7550MTR51B C,1,1,550 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7550MTR51B R,1,1,550 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0600AMT3B,1,1,600 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7600MTR51B A,1,1,600 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7600MTR51B C,1,1,600 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0650AMT3B,1,1,650 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0650APT3B,1,1,650 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A0650MPR24B A,1,1,650 MHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7650MTR51B A,1,1,650 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7650MTR51B C,1,1,650 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7650MTR51B R,1,1,650 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0700AMT3B,1,1,700 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0700APT3B,1,1,700 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A0700MPR24B A,1,1,700 MHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7700MTR51B A,1,1,700 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7700MTR51B C,1,1,700 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0750AMT3B,1,1,750 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0750APT3B,1,1,750 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A0750MPR24B A,1,1,750 MHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7750MTR52B A,1,1,750 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0800AMT3B,1,1,800 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0800APT3B,1,1,800 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A0800MPR24B A,1,1,800 MHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7800MPR52B A,1,1,800 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0850AMT3B,1,1,850 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0850APT3B,1,1,850 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A0850MPR24B A,1,1,850 MHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7850MPR52B A,1,1,850 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0900AMT3B,1,1,900 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0900APT3B,1,1,900 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0900DMT3B,1,1,900 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A0900MMR24B A,1,1,900 MHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7900MNR53B A,1,1,900 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0950AMT3B,1,1,950 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0950APT3B,1,1,950 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A0950DMT3B,1,1,950 MHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A0950MMR24B A,1,1,950 MHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7950MNR53B A,1,1,950 MHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1000AMS3B,1,1,1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1000AMS3C,1,1,1 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1000AMT3B,1,1,1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1000AMT3C,1,1,1 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1000APT3B,1,1,1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1000DMT3B,1,1,1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1000DMT3C,1,1,1 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AHL1000AUT3B,1,1,1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-A1000MMR24B A,1,1,1 GHz,,256KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AMD-K7100MNR53B A,1,1,1 GHz,,512KB,,Slot A,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1100AMS3B,1,1,1.1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1100AMT3B,1,1,1.1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AHL1100AUT3B,1,1,1.1 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1133AMS3C,1,1,1.133 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1200AMS3B,1,1,1.2 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1200AMS3C,1,1,1.2 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AHL1200AHT3B,1,1,1.2 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon AHL1200DHT3B,1,1,1.2 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1266AMS3C,1,1,1.267 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1300AMS3B,1,1,1.3 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1300APS3B,1,1,1.3 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 1500+,1,1,1.3 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1333AMS3C,1,1,1.333 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1400AMS3B,1,1,1.4 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon A1400AMS3C,1,1,1.4 GHz,,256KB,,Socket 462,Athlon,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 200GE,2,4,3.2 GHz,,1MB,35.0,Socket AM4,Athlon,,,,,2.0,4.0,3.2,,,192.0,1.0,4.0,14.0,3.0,,35.0,,95.0,,2666.0,2.0,,3.0,1000.0,No,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
Athlon 220GE,2,4,3.4 GHz,,1MB,35.0,Socket AM4,Athlon,,,,,2.0,4.0,3.4,,,192.0,1.0,4.0,14.0,3.0,,35.0,,95.0,,2666.0,2.0,,3.0,1000.0,No,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
Athlon 240GE,2,4,3.5 GHz,,1MB,35.0,Socket AM4,Athlon,,,,,2.0,4.0,3.5,,,192.0,1.0,4.0,14.0,3.0,,35.0,,95.0,,2666.0,2.0,,3.0,1000.0,No,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
Athlon 3000G,2,4,3.5 GHz,,1MB,35.0,Socket AM4,Athlon,,,,,2.0,4.0,3.5,,,192.0,1.0,4.0,14.0,3.0,,35.0,,95.0,,2666.0,2.0,,3.0,1100.0,Yes,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Graphics,Radeon™ Vega 3 Graphics,
Athlon 5150,4,4,1.6 GHz,,2MB,25.0,Socket AM1,Athlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 5350,4,4,2.05 GHz,,2MB,25.0,Socket AM1,Athlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 5370,4,4,2.2 GHz,,2MB,25.0,Socket AM1,Athlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 1500+,1,1,1 GHz,,512KB,9.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 1640B,1,1,2.7 GHz,,512KB,45.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2000+,1,1,1 GHz,,512KB,8.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2100+,1,1,1 GHz,,512KB,9.0,Socket S1 (S1g1),Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2600+,1,1,1.6 GHz,,512KB,15.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2650e,1,1,1.6 GHz,,512KB,15.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2800+,1,1,1.6 GHz,,1MB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2800+,1,1,1.8 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2800+,1,1,1.8 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2800+,1,1,1.8 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 2850e,1,1,1.8 GHz,,512KB,22.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,512KB,35.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,1.8 GHz,,512KB,89.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,2 GHz,,512KB,51.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,2 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,2 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,2 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3000+,1,1,2 GHz,,512KB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3100+,1,1,1.8 GHz,,1MB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3100+,1,1,1.8 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3100+,1,1,2 GHz,,512KB,25.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,45.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2 GHz,,512KB,89.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2.2 GHz,,512KB,59.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3200+,1,1,2.2 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3300+,1,1,2.4 GHz,,256KB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3300+,1,1,2.4 GHz,,256KB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2 GHz,,1MB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.2 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.2 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.2 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.2 GHz,,512KB,,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.2 GHz,,512KB,,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.2 GHz,,512KB,89.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.2 GHz,,512KB,,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.4 GHz,,512KB,67.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.4 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3400+,1,1,2.4 GHz,,512KB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,35.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,45.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,67.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,89.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3500+,1,1,2.2 GHz,,512KB,89.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3600+,1,1,2.4 GHz,,1MB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3700+,1,1,2.2 GHz,,1MB,85.3,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3700+,1,1,2.2 GHz,,1MB,85.3,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3700+,1,1,2.4 GHz,,1MB,,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3700+,1,1,2.4 GHz,,1MB,89.0,Socket 754,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3700+,1,1,2.4 GHz,,512KB,89.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3800+,1,1,2.4 GHz,,512KB,45.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3800+,1,1,2.4 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3800+,1,1,2.4 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3800+,1,1,2.4 GHz,,512KB,59.0,Socket AM2,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3800+,1,1,2.4 GHz,,512KB,85.3,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3800+,1,1,2.4 GHz,,512KB,85.3,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon 64 3800+,1,1,2.4 GHz,,512KB,89.0,Socket 939,Athlon 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
